source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000052,202.96.58.35.24002,103.67.119.221.443,79751606,318,104,214,0,4850,935167,940017,0.993248,95,95,0,-7240,-1448,-4344,-1448,-5033,0,0,0,96,0,-4937,0,289,0,-7240,-1695,-4247,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000053,223.122.191.182.54156,150.129.7.132.443,79751606,18,18,0,0,0,0,0,5.019927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000054,126.33.47.216.60031,131.105.251.149.443,79751606,58,58,0,0,13926,0,13926,5.276058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,389,0,971,0,982,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000055,160.161.248.171.64223,163.208.22.236.443,79751606,7,0,7,0,0,336,336,8.062066,1,-56,-56,0,-56,-56,-56,-56,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000056,118.162.83.123.55812,203.172.135.199.443,79751606,130,130,0,0,75721,0,75721,7.90478,1,72,72,72,72,1424,0,1424,2080,72,144,72,72,72,1424,1424,1028,1424,807,72,72
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000057,54.41.158.77.57020,203.172.140.29.830,79751606,9,4,5,0,184,200,384,0.458909,7,84,-100,100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000058,157.82.4.219.16300,44.24.168.137.443,79751606,307,307,0,0,21338,0,21338,7.603697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000059,120.84.229.50.28091,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.116993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000060,157.82.4.192.29036,15.207.209.203.443,79751606,12,7,5,0,24,3868,3892,5.20819,6,0,0,-3844,0,0,0,-24,0,0,24,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000061,5.9.49.173.46358,133.11.243.182.80,79751606,135,0,135,0,0,184811,184811,8.11204,1,-1400,-1400,-1400,-1400,-1400,-1400,-1400,-1400,-1400,-200,-1201,-1448,-1352,-1400,-1448,-1448,-1448,-1448,-1448,-3960
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000062,202.96.58.147.53044,170.82.113.113.443,79751606,1374,0,1374,0,0,1431892,1431892,8.140548,1,-1060,-1060,-2120,-3180,-1197,-1060,-2120,-3180,-1060,-1060,-2120,-3180,0,0,-1197,-1060,-1060,-1197,-1196,-1196
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000063,160.161.250.142.63369,163.208.22.229.443,79751606,473,0,473,0,0,13720,13720,8.117229,1,-66,-52,-52,0,0,0,0,0,-59,-62,-59,0,0,0,0,0,0,0,-59,-70
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000064,202.96.58.155.54776,52.163.218.112.443,79751606,45,35,10,0,53648,3125,56773,6.947057,11,1114,1467,0,-625,0,1113,984,0,-625,0,1115,1360,2720,1360,1360,2720,1360,4080,1453,1360
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000065,157.82.4.249.3068,52.50.15.104.443,79751606,6,6,0,0,1753,0,1753,6.9792,1,50,0,422,422,422,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000066,150.129.7.132.61714,185.129.161.37.873,79751606,15431,5786,9645,0,0,16495616,16495616,8.144822,10589,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-2896,-2896,-1448,-1448,-2896,0,0,-1448,-1448,0,-2896,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000067,120.84.234.227.9358,150.129.7.132.443,79751606,336,336,0,0,0,0,0,8.118747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000068,133.11.176.1.63992,109.175.25.207.443,79751606,7,7,0,0,1481,0,1481,0.177264,1,0,0,564,0,80,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000069,160.161.229.139.49969,163.208.20.214.443,79751606,85,0,85,0,0,1802,1802,8.011522,1,0,0,-43,0,-469,0,0,0,-43,0,-43,0,0,-43,0,-43,0,0,-43,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000070,98.62.255.199.58541,133.11.243.182.80,79751606,52,52,0,0,0,0,0,3.197997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000071,157.82.4.251.24814,52.207.130.25.443,79751606,7,7,0,0,8692,0,8692,8.021755,1,803,1448,1448,2599,804,791,799,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000072,202.96.58.151.54703,23.214.153.230.80,79751606,57,0,57,0,0,115755,115755,0.178269,1,-2740,-1370,-2740,-2740,-1370,-2740,-1370,-1370,-1370,-1370,-1370,-1370,-1370,-1370,-2740,-2740,-1370,-2740,-2740,-1370
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000073,160.161.255.85.49699,163.208.20.214.443,79751606,53,0,53,0,0,2707,2707,8.011567,1,-49,-57,-49,-49,-49,-57,-49,-49,-57,-49,-49,-57,-49,-49,-57,-36,-49,-49,-57,-49
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000074,157.82.4.250.24538,54.36.67.156.443,79751606,6,6,0,0,2285,0,2285,8.000174,1,461,456,456,0,456,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000075,131.105.135.8.61853,183.79.23.147.443,79751606,20,8,12,0,1408,2689,4097,1.438999,7,0,-1238,-210,-730,0,93,0,-51,-69,0,1277,38,0,0,-38,-353,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000076,120.84.234.208.13655,150.129.7.132.443,79751606,299,299,0,0,0,0,0,8.082012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000077,120.84.230.116.8836,150.129.7.132.443,79751606,277,277,0,0,0,0,0,8.136645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000078,12.170.61.136.51378,150.129.7.132.443,79751606,576,576,0,0,31,0,31,2.384776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000079,120.84.234.138.5435,150.129.7.132.443,79751606,251,251,0,0,0,0,0,8.128438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000080,133.11.46.88.10382,50.232.231.29.443,79751606,9,9,0,0,7311,0,7311,7.01415,1,70,2367,0,66,2367,0,70,2371,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000081,203.172.142.31.63162,23.216.181.134.443,79751606,1415,0,1415,0,0,3696621,3696621,8.033411,1,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-1460,-1460,-2920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000082,92.138.167.120.49208,163.208.22.248.443,79751606,82,0,82,0,0,26,26,8.100606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000083,92.138.167.120.51328,163.208.22.248.443,79751606,83,0,83,0,0,7851,7851,8.100694,1,-160,-113,-54,-56,-54,-71,-118,-158,-148,-106,-92,-54,-62,-56,-60,-163,-176,-65,-111,-54
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000084,126.92.81.203.61289,203.172.135.199.443,79751606,1021,371,650,0,82790,544497,627287,8.100149,492,0,610,0,-1370,-1370,-1700,0,82,0,528,0,-1370,-1370,-1700,82,0,528,0,-1370,-1370
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000085,202.96.58.35.38266,170.82.113.113.443,79751606,902,0,902,0,0,857075,857075,8.128431,1,-993,-1154,-473,-1418,-520,-1225,-520,-1039,-2110,-1466,-1223,-958,-755,-754,-1052,-1050,-490,-490,-1894,-1611
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000086,202.96.56.185.56243,104.188.202.162.443,79751606,16,8,8,0,2276,840,3116,0.738302,7,300,230,142,979,0,318,0,0,-142,-166,-409,0,307,0,-123,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000087,110.5.71.119.57821,203.172.135.199.443,79751606,746,746,0,0,29407,0,29407,8.135403,1,0,0,0,0,0,0,91,0,0,192,0,0,1448,1246,1448,1132,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000088,120.84.234.60.13470,150.129.7.132.443,79751606,217,217,0,0,0,0,0,8.100561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000089,126.107.89.44.51493,203.172.146.143.443,79751606,3422,1697,1725,0,217810,1955940,2173750,8.142597,691,0,-205,0,-102,0,82,184,121,0,-98,-206,82,120,82,121,0,-205,0,-102,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000090,202.96.58.150.52726,104.22.47.161.443,79751606,41,20,21,0,240,5012,5252,6.762208,33,0,66,0,-377,0,-268,0,-186,-266,0,-251,0,-266,0,-267,0,-251,0,-255,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000091,120.84.229.133.35369,150.129.7.132.443,79751606,283,283,0,0,0,0,0,8.118975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000092,160.161.120.153.64076,130.31.254.52.443,79751606,885,0,885,0,0,1056342,1056342,8.134024,1,-204,0,-390,0,0,0,0,0,0,0,0,0,-3459,-142,-262,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000093,157.82.4.251.7306,52.50.15.104.443,79751606,9,9,0,0,10290,0,10290,7.843973,1,1448,1448,2896,2896,842,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000094,150.217.191.81.49248,203.172.128.70.1194,79751606,1941,1341,600,0,2430962,72763,2503725,8.109462,515,66,0,242,0,-146,194,0,-146,114,0,-242,66,-66,66,0,78,0,-78,66,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000095,157.82.4.197.24814,52.55.206.89.443,79751606,10,10,0,0,1726,0,1726,1.576198,1,0,64,92,425,1114,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000096,150.129.205.81.60633,18.212.43.166.443,79751606,14,6,8,0,1271,6067,7338,0.409393,7,0,-4344,-1102,0,126,1107,0,-171,-78,0,38,-372,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000097,120.84.229.228.23140,150.129.7.132.443,79751606,262,262,0,0,0,0,0,8.103672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000098,133.11.65.129.15738,54.168.127.52.443,79751606,83,83,0,0,2078,0,2078,7.154381,1,163,0,0,0,0,60,0,0,172,0,0,0,79,0,0,0,0,172,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000099,120.84.229.144.16123,150.129.7.132.443,79751606,322,322,0,0,0,0,0,7.918003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000100,120.84.230.19.6851,150.129.7.132.443,79751606,298,298,0,0,0,0,0,8.143825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000101,150.129.80.200.49340,45.89.215.20.443,79751606,54811,32573,22238,0,12948,152664463,152677411,8.143449,5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000102,150.129.204.145.55376,170.119.160.201.443,79751606,6,3,3,0,168,204,372,7.87942,5,48,0,120,0,-204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000103,120.84.230.51.1300,150.129.7.132.443,79751606,537,537,0,0,0,0,0,8.122528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000104,120.84.230.112.23481,150.129.7.132.443,79751606,320,320,0,0,0,0,0,8.12297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000105,120.84.234.60.13342,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.108205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000106,120.84.230.189.22582,150.129.7.132.443,79751606,263,263,0,0,0,0,0,8.137454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000107,150.129.80.200.63067,45.89.215.30.443,79751606,88466,55390,33076,0,19468,239262064,239281532,8.118205,6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000108,120.84.231.104.2878,150.129.7.132.443,79751606,269,269,0,0,0,0,0,8.120924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000109,120.84.234.41.3784,150.129.7.132.443,79751606,267,267,0,0,0,0,0,8.134631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000110,157.82.87.211.41272,52.41.234.72.443,79751606,1701,1701,0,0,291,0,291,8.093816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000111,157.82.134.83.61273,103.235.46.79.443,79751606,913,0,913,0,0,0,0,8.135173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000112,131.105.217.46.63481,144.189.19.228.443,79751606,319,319,0,0,5580,0,5580,8.10265,1,0,43,0,0,0,43,0,0,0,43,0,0,0,43,0,43,0,43,0,43
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000113,120.84.230.93.29493,150.129.7.132.443,79751606,320,320,0,0,0,0,0,8.11064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000114,150.129.207.205.61906,170.119.160.97.443,79751606,6,2,4,0,113,390,503,0.875743,3,0,-195,-195,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000115,131.104.177.4.60447,103.235.46.79.443,79751606,95,0,95,0,0,0,0,8.118584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000116,74.99.16.238.62258,150.129.7.132.443,79751606,15,6,9,0,354,46109,46463,0.530293,7,0,-4096,-843,0,126,0,-290,228,-8221,-10759,0,0,0,-19901,-1999,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000117,150.129.154.54.65012,47.147.112.52.443,79751606,898,0,898,0,0,53071,53071,8.129005,1,-53,0,0,0,-117,0,0,-53,-53,0,-117,-53,-117,-89,-61,-106,0,-117,-53,-117
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000118,133.11.110.106.61890,3.197.137.74.443,79751606,10,10,0,0,6552,0,6552,0.713569,1,0,0,126,653,1633,1380,2760,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000119,60.226.186.223.61548,131.105.251.20.443,79751606,19,19,0,0,1877,0,1877,1.720534,1,0,0,0,923,0,0,0,0,0,923,0,0,0,0,0,0,31,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000120,120.84.230.154.4849,150.129.7.132.443,79751606,263,263,0,0,0,0,0,8.095483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000121,147.0.67.176.51792,130.31.254.13.443,79751606,3315,0,3315,0,0,6778780,6778780,8.138317,1,-1460,-1460,-1460,-1460,-1460,-1460,-2920,-1460,-1460,-2920,-1460,-2920,0,-1460,-1460,-1460,-1460,-2920,-2920,-1460
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000122,157.82.87.211.45230,52.40.108.175.443,79751606,1242,1242,0,0,0,0,0,7.284511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000123,223.122.189.12.58848,150.129.7.132.443,79751606,75,75,0,0,0,0,0,5.777034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000124,120.84.234.9.3488,150.129.7.132.443,79751606,297,297,0,0,0,0,0,7.872975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000125,157.82.87.211.41258,52.41.234.72.443,79751606,1813,1813,0,0,293,0,293,8.05463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000126,120.84.230.104.8804,150.129.7.132.443,79751606,288,288,0,0,0,0,0,8.131938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000127,120.84.234.209.12606,150.129.7.132.443,79751606,273,273,0,0,0,0,0,8.13402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000128,12.170.61.136.37608,150.129.7.132.443,79751606,3254,3254,0,0,0,0,0,8.140768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000129,104.200.105.246.56933,131.105.252.136.25,79751606,33,0,33,0,0,1378,1378,7.618606,1,-43,-43,-43,-66,0,-72,-43,-43,-43,-66,0,-72,-43,-43,-43,-66,0,-72,-43,-43
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000130,120.84.229.101.13944,150.129.7.132.443,79751606,248,248,0,0,0,0,0,8.136806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000131,202.96.58.153.52032,13.139.1.83.443,79751606,87,33,54,0,37516,56219,93735,3.414236,22,0,-6561,0,74,92,617,0,-459,-62,-31,0,31,-1800,0,0,463,1382,2392,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000132,181.110.16.213.37562,133.20.121.40.22,79751606,22,11,11,0,1250,1662,2912,2.298761,15,0,22,0,-42,0,976,-1080,0,48,0,-436,16,0,52,0,-52,84,-52,52,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000133,60.119.100.117.58198,203.172.135.199.443,79751606,1444,480,964,0,26353,340126,366479,8.129596,658,0,-167,176,-132,-169,0,-132,-166,0,303,-170,-137,-1202,-1202,-2401,0,0,-189,-137,-389
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000134,157.82.4.168.12146,54.36.105.90.443,79751606,7,7,0,0,995,0,995,8.001958,1,189,189,189,50,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000135,120.84.230.99.19868,150.129.7.132.443,79751606,238,238,0,0,0,0,0,8.069035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000136,120.84.230.53.10296,150.129.7.132.443,79751606,246,246,0,0,0,0,0,8.126135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000137,202.96.58.35.62510,170.82.127.75.443,79751606,95,0,95,0,0,24182,24182,8.112334,1,-313,-315,-305,-289,-311,-316,-297,-306,-287,-268,-249,-237,-138,-137,-131,-133,-135,-128,-259,-304
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000138,120.84.230.36.4459,150.129.7.132.443,79751606,251,251,0,0,0,0,0,8.093042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000139,223.122.191.245.17800,150.129.7.132.443,79751606,147,147,0,0,0,0,0,7.610313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000140,120.84.229.38.20928,150.129.7.132.443,79751606,291,291,0,0,0,0,0,8.124021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000141,157.82.185.150.41222,52.250.168.204.443,79751606,24,24,0,0,577,0,577,6.731859,1,0,58,0,0,56,56,0,54,0,0,52,61,51,0,54,0,0,0,56,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000142,120.84.229.92.20022,150.129.7.132.443,79751606,275,275,0,0,0,0,0,7.737825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000143,60.122.106.226.64186,131.104.12.115.443,79751606,1037,1037,0,0,231991,0,231991,8.025291,1,1377,842,1370,7,0,1377,0,1246,1370,7,0,1370,7,0,0,843,1370,7,0,1198
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000144,202.96.58.148.50592,31.242.146.60.443,79751606,1349,382,967,0,11531,9099565,9111096,7.523026,298,571,-35,-219,-23,-21920,-7344,0,0,0,0,0,377,-35,-241,-23,-21920,-21920,-20550,-19431,-21920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000145,203.172.135.235.39199,20.251.4.32.443,79751606,17,10,7,0,2370,9026,11396,0.557426,8,303,-2920,-4171,0,0,158,-51,0,412,1466,0,-1460,-424,0,31,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000146,203.172.135.235.38390,20.251.4.32.443,79751606,17,11,6,0,2366,9024,11390,0.559514,8,303,-7091,0,0,158,-51,0,412,1462,0,-1460,-422,0,0,31,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000147,202.96.58.35.62542,170.82.127.75.443,79751606,100,0,100,0,0,23756,23756,8.091773,1,-304,0,-38,-49,-317,0,-314,-286,-304,-325,-304,-306,-278,-279,-251,-245,-178,-137,-134,-131
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000148,203.172.135.235.26381,20.251.4.32.443,79751606,17,10,7,0,2370,9026,11396,0.557637,8,303,-2920,-4171,0,0,158,-51,0,412,1466,0,-1460,-424,0,31,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000149,203.172.135.235.40189,20.251.4.32.443,79751606,17,10,7,0,2366,9024,11390,0.5561,8,303,-1460,-5631,0,0,158,-51,0,412,1462,0,-1460,-422,0,31,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000150,150.129.80.225.58494,5.28.123.76.443,79751606,9,5,4,0,639,4287,4926,0.841667,5,0,0,517,0,-4287,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000151,103.157.228.249.47146,203.172.135.210.443,79751606,6,3,3,0,44,228,272,5.914524,4,-126,0,44,0,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000152,203.172.135.224.31407,20.94.44.232.443,79751606,150,6,144,0,0,557,557,0.756286,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000153,120.84.229.249.3767,150.129.7.132.443,79751606,307,307,0,0,0,0,0,8.088019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000154,120.84.229.32.26879,150.129.7.132.443,79751606,293,293,0,0,0,0,0,8.123772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000155,120.84.229.48.3505,150.129.7.132.443,79751606,293,293,0,0,0,0,0,8.134013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000156,37.104.39.15.49378,203.172.141.60.53,79751606,60,30,30,0,1212,3282,4494,7.913548,60,40,-109,45,-114,46,-115,48,-117,42,-111,39,-108,42,-111,40,-109,37,-106,40,-109
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000157,120.84.230.69.22347,150.129.7.132.443,79751606,228,228,0,0,0,0,0,8.088478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000158,120.84.229.10.28442,150.129.7.132.443,79751606,293,293,0,0,0,0,0,7.809993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000159,120.84.230.170.15395,150.129.7.132.443,79751606,246,246,0,0,0,0,0,8.106819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000160,126.69.67.110.63133,150.129.7.132.443,79751606,708,307,401,0,0,1026464,1026464,8.138282,542,0,0,-2764,-2764,0,-5528,0,0,-1382,-1382,-1382,-1382,0,-2764,-1382,0,-2764,0,0,-9674
